combination_id,source_category,source_label,scope_urls,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,access_level,risk_label
SC-0553,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Forms, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Online access only",profile; email; https://www.googleapis.com/auth/forms.responses.readonly; https://www.googleapis.com/auth/gmail.send,5,0,0,4,3,1,1,High
SC-0554,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Analytics, access_type: read, google_classification: non_sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Offline refresh token",profile; email; https://www.googleapis.com/auth/analytics.readonly; https://www.googleapis.com/auth/spreadsheets,4,1,0,4,3,0,2,High
SC-0555,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Analytics, access_type: read, google_classification: non_sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Offline refresh token",openid; profile; https://www.googleapis.com/auth/analytics.readonly; https://www.googleapis.com/auth/spreadsheets,4,1,0,4,3,0,2,High
SC-0556,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Analytics, access_type: read, google_classification: non_sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Offline refresh token",openid; email; https://www.googleapis.com/auth/analytics.readonly; https://www.googleapis.com/auth/spreadsheets,4,1,0,4,3,0,2,High
SC-0557,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Analytics, access_type: read, google_classification: non_sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/analytics.readonly,2,1,0,4,2,0,0,Medium
SC-0558,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Gmail, access_type: read, google_classification: restricted; service: Sheets, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",openid; email; https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/contacts.readonly,5,0,1,7,5,1,2,Critical
SC-0559,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Gmail, access_type: read, google_classification: restricted; service: Sheets, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/drive.file,5,0,0,7,4,1,2,Critical
SC-0560,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Gmail, access_type: read, google_classification: restricted; service: Sheets, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/contacts.readonly,5,0,1,7,5,1,2,Critical
SC-0561,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Sheets, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/contacts.readonly,5,0,1,7,5,1,2,Critical
SC-0562,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/blogger,2,0,0,4,2,0,2,Medium
SC-0563,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Docs, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/documents.readonly,4,0,0,4,2,0,0,Medium
SC-0564,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; Online access only",openid; email; https://www.googleapis.com/auth/blogger; https://www.googleapis.com/auth/documents.readonly,4,0,0,4,3,0,2,High
SC-0565,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/blogger; https://www.googleapis.com/auth/documents.readonly,4,0,0,4,3,0,2,High
SC-0566,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/drive.activity,4,1,0,5,3,0,1,High
